message_id,message,label,reason,topic,writing_style,difficulty,scenario_group,source,split,reviewer_1,reviewer_2,review_status
TR-U-09-4,pls check this msg: the bathroom floors soft and sinking beside the shower,Urgent,Possible structural failure could cause injury and needs rapid inspection.,housing,informal_or_typo,hard,train-urgent-09,synthetic_team_dataset_v1,train,,,Pending
TR-U-10-1,An elderly resident is becoming unwell because the cooling has failed in extreme heat.,Urgent,Heat exposure affecting a vulnerable resident requires prompt assessment.,health,plain,hard,train-urgent-10,synthetic_team_dataset_v1,train,,,Pending
TR-U-10-2,Please have a person check this message: an elderly resident is becoming unwell because the cooling has failed in extreme heat.,Urgent,Heat exposure affecting a vulnerable resident requires prompt assessment.,health,formal_context,hard,train-urgent-10,synthetic_team_dataset_v1,train,,,Pending
TR-U-10-3,I am contacting the service because an elderly resident is becoming unwell because the cooling has failed in extreme heat.,Urgent,Heat exposure affecting a vulnerable resident requires prompt assessment.,health,detailed_context,hard,train-urgent-10,synthetic_team_dataset_v1,train,,,Pending
TR-U-10-4,pls check this msg: an elderly residents becoming unwell cos the cooling has failed in extreme heat,Urgent,Heat exposure affecting a vulnerable resident requires prompt assessment.,health,informal_or_typo,hard,train-urgent-10,synthetic_team_dataset_v1,train,,,Pending
TR-U-11-1,"I received repeated threats by text, but the sender is not here now.",Urgent,Threats require prompt human safety assessment without a current attack.,safety,plain,hard,train-urgent-11,synthetic_team_dataset_v1,train,,,Pending
TR-U-11-2,"Please have a person check this message: i received repeated threats by text, but the sender is not here now.",Urgent,Threats require prompt human safety assessment without a current attack.,safety,formal_context,hard,train-urgent-11,synthetic_team_dataset_v1,train,,,Pending
TR-U-11-3,"I am contacting the service because i received repeated threats by text, but the sender is not here now.",Urgent,Threats require prompt human safety assessment without a current attack.,safety,detailed_context,hard,train-urgent-11,synthetic_team_dataset_v1,train,,,Pending
TR-U-11-4,"pls check this msg: i received repeated threats by text, but the senders not here now",Urgent,Threats require prompt human safety assessment without a current attack.,safety,informal_or_typo,hard,train-urgent-11,synthetic_team_dataset_v1,train,,,Pending
TR-U-12-1,My prescription assistance expires tomorrow and I cannot afford the medicine.,Urgent,Near-term interruption to essential medicine needs prompt attention.,health,plain,hard,train-urgent-12,synthetic_team_dataset_v1,train,,,Pending
TR-U-12-2,Please have a person check this message: my prescription assistance expires tomorrow and I cannot afford the medicine.,Urgent,Near-term interruption to essential medicine needs prompt attention.,health,formal_context,hard,train-urgent-12,synthetic_team_dataset_v1,train,,,Pending
TR-U-12-3,I am contacting the service because my prescription assistance expires tomorrow and I cannot afford the medicine.,Urgent,Near-term interruption to essential medicine needs prompt attention.,health,detailed_context,hard,train-urgent-12,synthetic_team_dataset_v1,train,,,Pending
TR-U-12-4,pls check this msg: my prescription assistance expires tomorrow and i cant afford the medicine,Urgent,Near-term interruption to essential medicine needs prompt attention.,health,informal_or_typo,hard,train-urgent-12,synthetic_team_dataset_v1,train,,,Pending
TR-U-13-1,The only road out is flooding and may become impassable soon.,Urgent,Access may soon be cut off and requires prompt coordination.,weather,plain,hard,train-urgent-13,synthetic_team_dataset_v1,train,,,Pending
TR-U-13-2,Please have a person check this message: the only road out is flooding and may become impassable soon.,Urgent,Access may soon be cut off and requires prompt coordination.,weather,formal_context,hard,train-urgent-13,synthetic_team_dataset_v1,train,,,Pending
TR-U-13-3,I am contacting the service because the only road out is flooding and may become impassable soon.,Urgent,Access may soon be cut off and requires prompt coordination.,weather,detailed_context,hard,train-urgent-13,synthetic_team_dataset_v1,train,,,Pending
TR-U-13-4,pls check this msg: the only road outs flooding and may become impassable soon,Urgent,Access may soon be cut off and requires prompt coordination.,weather,informal_or_typo,hard,train-urgent-13,synthetic_team_dataset_v1,train,,,Pending
TR-U-14-1,I was discharged today and the promised home-care worker has not arrived.,Urgent,Missing post-discharge support may create a near-term welfare risk.,health,plain,hard,train-urgent-14,synthetic_team_dataset_v1,train,,,Pending
TR-U-14-2,Please have a person check this message: i was discharged today and the promised home-care worker has not arrived.,Urgent,Missing post-discharge support may create a near-term welfare risk.,health,formal_context,hard,train-urgent-14,synthetic_team_dataset_v1,train,,,Pending
TR-U-14-3,I am contacting the service because i was discharged today and the promised home-care worker has not arrived.,Urgent,Missing post-discharge support may create a near-term welfare risk.,health,detailed_context,hard,train-urgent-14,synthetic_team_dataset_v1,train,,,Pending
TR-U-14-4,pls check this msg: i was discharged today and the promised home-care worker has not arrived,Urgent,Missing post-discharge support may create a near-term welfare risk.,health,informal_or_typo,hard,train-urgent-14,synthetic_team_dataset_v1,train,,,Pending
TR-U-15-1,A large aggressive dog is roaming beside the school gate; no one is injured.,Urgent,Potential danger near children needs prompt response.,animal_safety,plain,hard,train-urgent-15,synthetic_team_dataset_v1,train,,,Pending
TR-U-15-2,Please have a person check this message: a large aggressive dog is roaming beside the school gate; no one is injured.,Urgent,Potential danger near children needs prompt response.,animal_safety,formal_context,hard,train-urgent-15,synthetic_team_dataset_v1,train,,,Pending
TR-U-15-3,I am contacting the service because a large aggressive dog is roaming beside the school gate; no one is injured.,Urgent,Potential danger near children needs prompt response.,animal_safety,detailed_context,hard,train-urgent-15,synthetic_team_dataset_v1,train,,,Pending
TR-U-15-4,pls check this msg: a large aggressive dogs roaming beside the school gate; no ones injured,Urgent,Potential danger near children needs prompt response.,animal_safety,informal_or_typo,hard,train-urgent-15,synthetic_team_dataset_v1,train,,,Pending
TR-U-16-1,"There are exposed wires beside a wet laundry floor, with no smoke or sparks.",Urgent,Electrical hazard needs prompt inspection though immediate harm is not occurring.,electrical,plain,hard,train-urgent-16,synthetic_team_dataset_v1,train,,,Pending
TR-U-16-2,"Please have a person check this message: there are exposed wires beside a wet laundry floor, with no smoke or sparks.",Urgent,Electrical hazard needs prompt inspection though immediate harm is not occurring.,electrical,formal_context,hard,train-urgent-16,synthetic_team_dataset_v1,train,,,Pending
TR-U-16-3,"I am contacting the service because there are exposed wires beside a wet laundry floor, with no smoke or sparks.",Urgent,Electrical hazard needs prompt inspection though immediate harm is not occurring.,electrical,detailed_context,hard,train-urgent-16,synthetic_team_dataset_v1,train,,,Pending
TR-U-16-4,"pls check this msg: there are exposed wires beside a wet laundry floor, with no smoke or sparks",Urgent,Electrical hazard needs prompt inspection though immediate harm is not occurring.,electrical,informal_or_typo,hard,train-urgent-16,synthetic_team_dataset_v1,train,,,Pending
TR-U-17-1,My child has been missing since this morning and the phone is switched off.,Urgent,A missing child requires immediate human assessment and escalation.,child_safety,plain,hard,train-urgent-17,synthetic_team_dataset_v1,train,,,Pending
TR-U-17-2,Please have a person check this message: my child has been missing since this morning and the phone is switched off.,Urgent,A missing child requires immediate human assessment and escalation.,child_safety,formal_context,hard,train-urgent-17,synthetic_team_dataset_v1,train,,,Pending
TR-U-17-3,I am contacting the service because my child has been missing since this morning and the phone is switched off.,Urgent,A missing child requires immediate human assessment and escalation.,child_safety,detailed_context,hard,train-urgent-17,synthetic_team_dataset_v1,train,,,Pending
TR-U-17-4,pls check this msg: my child has been missing since this morning and the phones switched off,Urgent,A missing child requires immediate human assessment and escalation.,child_safety,informal_or_typo,hard,train-urgent-17,synthetic_team_dataset_v1,train,,,Pending
TR-U-18-1,The freezer at the community food service failed and donated food is thawing.,Urgent,Loss of stored food affects community welfare and needs prompt action.,food_security,plain,clear,train-urgent-18,synthetic_team_dataset_v1,train,,,Pending
TR-U-18-2,Please have a person check this message: the freezer at the community food service failed and donated food is thawing.,Urgent,Loss of stored food affects community welfare and needs prompt action.,food_security,formal_context,clear,train-urgent-18,synthetic_team_dataset_v1,train,,,Pending
TR-U-18-3,I am contacting the service because the freezer at the community food service failed and donated food is thawing.,Urgent,Loss of stored food affects community welfare and needs prompt action.,food_security,detailed_context,clear,train-urgent-18,synthetic_team_dataset_v1,train,,,Pending
TR-U-18-4,pls check this msg: the freezer at the community food service failed and donated foods thawing,Urgent,Loss of stored food affects community welfare and needs prompt action.,food_security,informal_or_typo,clear,train-urgent-18,synthetic_team_dataset_v1,train,,,Pending
TR-U-19-1,A tree branch has cracked and is hanging over the main footpath.,Urgent,Falling branch risk requires prompt isolation and removal.,infrastructure,plain,clear,train-urgent-19,synthetic_team_dataset_v1,train,,,Pending
TR-U-19-2,Please have a person check this message: a tree branch has cracked and is hanging over the main footpath.,Urgent,Falling branch risk requires prompt isolation and removal.,infrastructure,formal_context,clear,train-urgent-19,synthetic_team_dataset_v1,train,,,Pending
TR-U-19-3,I am contacting the service because a tree branch has cracked and is hanging over the main footpath.,Urgent,Falling branch risk requires prompt isolation and removal.,infrastructure,detailed_context,clear,train-urgent-19,synthetic_team_dataset_v1,train,,,Pending
TR-U-19-4,pls check this msg: a tree branch has cracked ands hanging over the main footpath,Urgent,Falling branch risk requires prompt isolation and removal.,infrastructure,informal_or_typo,clear,train-urgent-19,synthetic_team_dataset_v1,train,,,Pending
TR-U-20-1,The clinic cancelled tomorrow’s transport for a patient who cannot walk.,Urgent,Loss of essential accessible transport needs prompt coordination.,accessibility,plain,hard,train-urgent-20,synthetic_team_dataset_v1,train,,,Pending
TR-U-20-2,Please have a person check this message: the clinic cancelled tomorrow’s transport for a patient who cannot walk.,Urgent,Loss of essential accessible transport needs prompt coordination.,accessibility,formal_context,hard,train-urgent-20,synthetic_team_dataset_v1,train,,,Pending
TR-U-20-3,I am contacting the service because the clinic cancelled tomorrow’s transport for a patient who cannot walk.,Urgent,Loss of essential accessible transport needs prompt coordination.,accessibility,detailed_context,hard,train-urgent-20,synthetic_team_dataset_v1,train,,,Pending
TR-U-20-4,pls check this msg: the clinic cancelled tomorrow’s transport for a patient who cant walk,Urgent,Loss of essential accessible transport needs prompt coordination.,accessibility,informal_or_typo,hard,train-urgent-20,synthetic_team_dataset_v1,train,,,Pending
TR-U-21-1,There is mould across the child’s bedroom wall and the child has asthma.,Urgent,Mould exposure affecting a child with asthma needs prompt review.,housing,plain,hard,train-urgent-21,synthetic_team_dataset_v1,train,,,Pending
TR-U-21-2,Please have a person check this message: there is mould across the child’s bedroom wall and the child has asthma.,Urgent,Mould exposure affecting a child with asthma needs prompt review.,housing,formal_context,hard,train-urgent-21,synthetic_team_dataset_v1,train,,,Pending
TR-U-21-3,I am contacting the service because there is mould across the child’s bedroom wall and the child has asthma.,Urgent,Mould exposure affecting a child with asthma needs prompt review.,housing,detailed_context,hard,train-urgent-21,synthetic_team_dataset_v1,train,,,Pending
TR-U-21-4,pls check this msg: theres mould across the child’s bedroom wall and the child has asthma,Urgent,Mould exposure affecting a child with asthma needs prompt review.,housing,informal_or_typo,hard,train-urgent-21,synthetic_team_dataset_v1,train,,,Pending
TR-U-22-1,The community refrigerator holding insulin is not staying cold.,Urgent,Unsafe insulin storage is a serious health issue requiring prompt action.,health,plain,clear,train-urgent-22,synthetic_team_dataset_v1,train,,,Pending
TR-U-22-2,Please have a person check this message: the community refrigerator holding insulin is not staying cold.,Urgent,Unsafe insulin storage is a serious health issue requiring prompt action.,health,formal_context,clear,train-urgent-22,synthetic_team_dataset_v1,train,,,Pending
TR-U-22-3,I am contacting the service because the community refrigerator holding insulin is not staying cold.,Urgent,Unsafe insulin storage is a serious health issue requiring prompt action.,health,detailed_context,clear,train-urgent-22,synthetic_team_dataset_v1,train,,,Pending
TR-U-22-4,pls check this msg: the community refrigerator holding insulins not staying cold,Urgent,Unsafe insulin storage is a serious health issue requiring prompt action.,health,informal_or_typo,clear,train-urgent-22,synthetic_team_dataset_v1,train,,,Pending
TR-U-23-1,"The emergency exit door at the hall is jammed, although no event is running now.",Urgent,Blocked emergency exit requires prompt repair before the facility is used.,fire_safety,plain,hard,train-urgent-23,synthetic_team_dataset_v1,train,,,Pending
TR-U-23-2,"Please have a person check this message: the emergency exit door at the hall is jammed, although no event is running now.",Urgent,Blocked emergency exit requires prompt repair before the facility is used.,fire_safety,formal_context,hard,train-urgent-23,synthetic_team_dataset_v1,train,,,Pending
TR-U-23-3,"I am contacting the service because the emergency exit door at the hall is jammed, although no event is running now.",Urgent,Blocked emergency exit requires prompt repair before the facility is used.,fire_safety,detailed_context,hard,train-urgent-23,synthetic_team_dataset_v1,train,,,Pending
TR-U-23-4,"pls check this msg: the emergency exit door at the halls jammed, although no events running now",Urgent,Blocked emergency exit requires prompt repair before the facility is used.,fire_safety,informal_or_typo,hard,train-urgent-23,synthetic_team_dataset_v1,train,,,Pending
TR-U-24-1,"The neighbour has left and the argument is over, but they threatened to return tonight.",Urgent,A future threat needs prompt human safety planning.,safety,plain,hard,train-urgent-24,synthetic_team_dataset_v1,train,,,Pending
TR-U-24-2,"Please have a person check this message: the neighbour has left and the argument is over, but they threatened to return tonight.",Urgent,A future threat needs prompt human safety planning.,safety,formal_context,hard,train-urgent-24,synthetic_team_dataset_v1,train,,,Pending
TR-U-24-3,"I am contacting the service because the neighbour has left and the argument is over, but they threatened to return tonight.",Urgent,A future threat needs prompt human safety planning.,safety,detailed_context,hard,train-urgent-24,synthetic_team_dataset_v1,train,,,Pending
TR-U-24-4,"pls check this msg: the neighbour has left and the arguments over, but they threatened to return tonight",Urgent,A future threat needs prompt human safety planning.,safety,informal_or_typo,hard,train-urgent-24,synthetic_team_dataset_v1,train,,,Pending
TR-U-25-1,The water tank is almost empty and the next delivery is not scheduled for a week.,Urgent,Imminent loss of essential water supply requires prompt coordination.,utilities,plain,clear,train-urgent-25,synthetic_team_dataset_v1,train,,,Pending
TR-U-25-2,Please have a person check this message: the water tank is almost empty and the next delivery is not scheduled for a week.,Urgent,Imminent loss of essential water supply requires prompt coordination.,utilities,formal_context,clear,train-urgent-25,synthetic_team_dataset_v1,train,,,Pending
TR-U-25-3,I am contacting the service because the water tank is almost empty and the next delivery is not scheduled for a week.,Urgent,Imminent loss of essential water supply requires prompt coordination.,utilities,detailed_context,clear,train-urgent-25,synthetic_team_dataset_v1,train,,,Pending
TR-U-25-4,pls check this msg: the water tanks almost empty and the next deliverys not scheduled for a week,Urgent,Imminent loss of essential water supply requires prompt coordination.,utilities,informal_or_typo,clear,train-urgent-25,synthetic_team_dataset_v1,train,,,Pending
TR-R-01-1,Please update my postal address for future letters.,Routine,Administrative record update can follow normal processing.,administration,plain,clear,train-routine-01,synthetic_team_dataset_v1,train,,,Pending
TR-R-01-2,Please have a person check this message: please update my postal address for future letters.,Routine,Administrative record update can follow normal processing.,administration,formal_context,clear,train-routine-01,synthetic_team_dataset_v1,train,,,Pending
TR-R-01-3,I am contacting the service because please update my postal address for future letters.,Routine,Administrative record update can follow normal processing.,administration,detailed_context,clear,train-routine-01,synthetic_team_dataset_v1,train,,,Pending
TR-R-01-4,pls check this msg: pls update my postal address for future letters,Routine,Administrative record update can follow normal processing.,administration,informal_or_typo,clear,train-routine-01,synthetic_team_dataset_v1,train,,,Pending
TR-R-02-1,I would like to book an appointment for next month.,Routine,Future appointment request has no stated urgency.,booking,plain,clear,train-routine-02,synthetic_team_dataset_v1,train,,,Pending
TR-R-02-2,Please have a person check this message: i would like to book an appointment for next month.,Routine,Future appointment request has no stated urgency.,booking,formal_context,clear,train-routine-02,synthetic_team_dataset_v1,train,,,Pending
TR-R-02-3,I am contacting the service because i would like to book an appointment for next month.,Routine,Future appointment request has no stated urgency.,booking,detailed_context,clear,train-routine-02,synthetic_team_dataset_v1,train,,,Pending
TR-R-02-4,pls check this msg: i would like to book an appointment for next month,Routine,Future appointment request has no stated urgency.,booking,informal_or_typo,clear,train-routine-02,synthetic_team_dataset_v1,train,,,Pending
TR-R-03-1,Can you send me another copy of the application form?,Routine,Document request can be handled through normal service.,administration,plain,clear,train-routine-03,synthetic_team_dataset_v1,train,,,Pending
TR-R-03-2,Please have a person check this message: can you send me another copy of the application form?,Routine,Document request can be handled through normal service.,administration,formal_context,clear,train-routine-03,synthetic_team_dataset_v1,train,,,Pending
TR-R-03-3,I am contacting the service because can you send me another copy of the application form?,Routine,Document request can be handled through normal service.,administration,detailed_context,clear,train-routine-03,synthetic_team_dataset_v1,train,,,Pending
TR-R-03-4,pls check this msg: can you send me another copy of the application form?,Routine,Document request can be handled through normal service.,administration,informal_or_typo,clear,train-routine-03,synthetic_team_dataset_v1,train,,,Pending
TR-R-04-1,The garden tap drips slowly when it is turned off.,Routine,Minor maintenance issue has no immediate safety impact.,maintenance,plain,clear,train-routine-04,synthetic_team_dataset_v1,train,,,Pending
TR-R-04-2,Please have a person check this message: the garden tap drips slowly when it is turned off.,Routine,Minor maintenance issue has no immediate safety impact.,maintenance,formal_context,clear,train-routine-04,synthetic_team_dataset_v1,train,,,Pending
TR-R-04-3,I am contacting the service because the garden tap drips slowly when it is turned off.,Routine,Minor maintenance issue has no immediate safety impact.,maintenance,detailed_context,clear,train-routine-04,synthetic_team_dataset_v1,train,,,Pending
TR-R-04-4,pls check this msg: the garden tap drips slowly when its turned off,Routine,Minor maintenance issue has no immediate safety impact.,maintenance,informal_or_typo,clear,train-routine-04,synthetic_team_dataset_v1,train,,,Pending
TR-R-05-1,What time does the community office open on Fridays?,Routine,General information request requires normal processing.,information,plain,clear,train-routine-05,synthetic_team_dataset_v1,train,,,Pending
TR-R-05-2,Please have a person check this message: what time does the community office open on Fridays?,Routine,General information request requires normal processing.,information,formal_context,clear,train-routine-05,synthetic_team_dataset_v1,train,,,Pending
TR-R-05-3,I am contacting the service because what time does the community office open on Fridays?,Routine,General information request requires normal processing.,information,detailed_context,clear,train-routine-05,synthetic_team_dataset_v1,train,,,Pending
TR-R-05-4,pls check this msg: what time does the community office open on fridays?,Routine,General information request requires normal processing.,information,informal_or_typo,clear,train-routine-05,synthetic_team_dataset_v1,train,,,Pending
TR-R-06-1,Please correct the spelling of my surname on the newsletter.,Routine,Minor administrative correction is routine.,administration,plain,clear,train-routine-06,synthetic_team_dataset_v1,train,,,Pending
TR-R-06-2,Please have a person check this message: please correct the spelling of my surname on the newsletter.,Routine,Minor administrative correction is routine.,administration,formal_context,clear,train-routine-06,synthetic_team_dataset_v1,train,,,Pending
TR-R-06-3,I am contacting the service because please correct the spelling of my surname on the newsletter.,Routine,Minor administrative correction is routine.,administration,detailed_context,clear,train-routine-06,synthetic_team_dataset_v1,train,,,Pending
TR-R-06-4,pls check this msg: pls correct the spelling of my surname on the newsletter,Routine,Minor administrative correction is routine.,administration,informal_or_typo,clear,train-routine-06,synthetic_team_dataset_v1,train,,,Pending
TR-R-07-1,The bedroom wall needs repainting when maintenance is next available.,Routine,Cosmetic maintenance with flexible timing is routine.,maintenance,plain,clear,train-routine-07,synthetic_team_dataset_v1,train,,,Pending
TR-R-07-2,Please have a person check this message: the bedroom wall needs repainting when maintenance is next available.,Routine,Cosmetic maintenance with flexible timing is routine.,maintenance,formal_context,clear,train-routine-07,synthetic_team_dataset_v1,train,,,Pending
TR-R-07-3,I am contacting the service because the bedroom wall needs repainting when maintenance is next available.,Routine,Cosmetic maintenance with flexible timing is routine.,maintenance,detailed_context,clear,train-routine-07,synthetic_team_dataset_v1,train,,,Pending
TR-R-07-4,pls check this msg: the bedroom wall needs repainting when maintenances next available,Routine,Cosmetic maintenance with flexible timing is routine.,maintenance,informal_or_typo,clear,train-routine-07,synthetic_team_dataset_v1,train,,,Pending
TR-R-08-1,Thank you for repairing the gate last week.,Routine,Feedback contains no request requiring escalation.,feedback,plain,clear,train-routine-08,synthetic_team_dataset_v1,train,,,Pending
TR-R-08-2,Please have a person check this message: thank you for repairing the gate last week.,Routine,Feedback contains no request requiring escalation.,feedback,formal_context,clear,train-routine-08,synthetic_team_dataset_v1,train,,,Pending
TR-R-08-3,I am contacting the service because thank you for repairing the gate last week.,Routine,Feedback contains no request requiring escalation.,feedback,detailed_context,clear,train-routine-08,synthetic_team_dataset_v1,train,,,Pending
TR-R-08-4,pls check this msg: thank you for repairing the gate last week,Routine,Feedback contains no request requiring escalation.,feedback,informal_or_typo,clear,train-routine-08,synthetic_team_dataset_v1,train,,,Pending
TR-R-09-1,Could I receive information about school-holiday programs?,Routine,General program enquiry can follow normal processing.,information,plain,clear,train-routine-09,synthetic_team_dataset_v1,train,,,Pending
TR-R-09-2,Please have a person check this message: could I receive information about school-holiday programs?,Routine,General program enquiry can follow normal processing.,information,formal_context,clear,train-routine-09,synthetic_team_dataset_v1,train,,,Pending
TR-R-09-3,I am contacting the service because could I receive information about school-holiday programs?,Routine,General program enquiry can follow normal processing.,information,detailed_context,clear,train-routine-09,synthetic_team_dataset_v1,train,,,Pending
TR-R-09-4,pls check this msg: could i receive information about school-holiday programs?,Routine,General program enquiry can follow normal processing.,information,informal_or_typo,clear,train-routine-09,synthetic_team_dataset_v1,train,,,Pending
TR-R-10-1,I submitted my form today and want confirmation that it arrived.,Routine,Receipt confirmation is a standard administrative request.,administration,plain,clear,train-routine-10,synthetic_team_dataset_v1,train,,,Pending
TR-R-10-2,Please have a person check this message: i submitted my form today and want confirmation that it arrived.,Routine,Receipt confirmation is a standard administrative request.,administration,formal_context,clear,train-routine-10,synthetic_team_dataset_v1,train,,,Pending
TR-R-10-3,I am contacting the service because i submitted my form today and want confirmation that it arrived.,Routine,Receipt confirmation is a standard administrative request.,administration,detailed_context,clear,train-routine-10,synthetic_team_dataset_v1,train,,,Pending
TR-R-10-4,pls check this msg: i submitted my form today and want confirmation that it arrived,Routine,Receipt confirmation is a standard administrative request.,administration,informal_or_typo,clear,train-routine-10,synthetic_team_dataset_v1,train,,,Pending
TR-R-11-1,Please add me to the community meeting mailing list.,Routine,Mailing-list subscription is a routine task.,administration,plain,clear,train-routine-11,synthetic_team_dataset_v1,train,,,Pending
TR-R-11-2,Please have a person check this message: please add me to the community meeting mailing list.,Routine,Mailing-list subscription is a routine task.,administration,formal_context,clear,train-routine-11,synthetic_team_dataset_v1,train,,,Pending
TR-R-11-3,I am contacting the service because please add me to the community meeting mailing list.,Routine,Mailing-list subscription is a routine task.,administration,detailed_context,clear,train-routine-11,synthetic_team_dataset_v1,train,,,Pending
TR-R-11-4,pls check this msg: pls add me to the community meeting mailing list,Routine,Mailing-list subscription is a routine task.,administration,informal_or_typo,clear,train-routine-11,synthetic_team_dataset_v1,train,,,Pending
TR-R-12-1,The cupboard handle is loose but the cupboard still works.,Routine,Minor defect does not prevent use or create stated danger.,maintenance,plain,clear,train-routine-12,synthetic_team_dataset_v1,train,,,Pending
TR-R-12-2,Please have a person check this message: the cupboard handle is loose but the cupboard still works.,Routine,Minor defect does not prevent use or create stated danger.,maintenance,formal_context,clear,train-routine-12,synthetic_team_dataset_v1,train,,,Pending
TR-R-12-3,I am contacting the service because the cupboard handle is loose but the cupboard still works.,Routine,Minor defect does not prevent use or create stated danger.,maintenance,detailed_context,clear,train-routine-12,synthetic_team_dataset_v1,train,,,Pending
TR-R-12-4,pls check this msg: the cupboard handles loose but the cupboard still works,Routine,Minor defect does not prevent use or create stated danger.,maintenance,informal_or_typo,clear,train-routine-12,synthetic_team_dataset_v1,train,,,Pending
TR-R-13-1,I need to cancel an appointment scheduled for next week.,Routine,Future scheduling change is routine.,booking,plain,clear,train-routine-13,synthetic_team_dataset_v1,train,,,Pending
TR-R-13-2,Please have a person check this message: i need to cancel an appointment scheduled for next week.,Routine,Future scheduling change is routine.,booking,formal_context,clear,train-routine-13,synthetic_team_dataset_v1,train,,,Pending
TR-R-13-3,I am contacting the service because i need to cancel an appointment scheduled for next week.,Routine,Future scheduling change is routine.,booking,detailed_context,clear,train-routine-13,synthetic_team_dataset_v1,train,,,Pending
TR-R-13-4,pls check this msg: i need to cancel an appointment scheduled for next week,Routine,Future scheduling change is routine.,booking,informal_or_typo,clear,train-routine-13,synthetic_team_dataset_v1,train,,,Pending
TR-R-14-1,Could you explain the fees shown on this month’s statement?,Routine,Billing clarification can follow standard processing.,administration,plain,clear,train-routine-14,synthetic_team_dataset_v1,train,,,Pending
TR-R-14-2,Please have a person check this message: could you explain the fees shown on this month’s statement?,Routine,Billing clarification can follow standard processing.,administration,formal_context,clear,train-routine-14,synthetic_team_dataset_v1,train,,,Pending
TR-R-14-3,I am contacting the service because could you explain the fees shown on this month’s statement?,Routine,Billing clarification can follow standard processing.,administration,detailed_context,clear,train-routine-14,synthetic_team_dataset_v1,train,,,Pending
TR-R-14-4,pls check this msg: could you explain the fees shown on this month’s statement?,Routine,Billing clarification can follow standard processing.,administration,informal_or_typo,clear,train-routine-14,synthetic_team_dataset_v1,train,,,Pending
TR-R-15-1,Where can I download last year’s annual report?,Routine,Public document enquiry is routine.,information,plain,clear,train-routine-15,synthetic_team_dataset_v1,train,,,Pending
TR-R-15-2,Please have a person check this message: where can I download last year’s annual report?,Routine,Public document enquiry is routine.,information,formal_context,clear,train-routine-15,synthetic_team_dataset_v1,train,,,Pending
TR-R-15-3,I am contacting the service because where can I download last year’s annual report?,Routine,Public document enquiry is routine.,information,detailed_context,clear,train-routine-15,synthetic_team_dataset_v1,train,,,Pending
TR-R-15-4,pls check this msg: where can i download last year’s annual report?,Routine,Public document enquiry is routine.,information,informal_or_typo,clear,train-routine-15,synthetic_team_dataset_v1,train,,,Pending
TR-R-16-1,The porch light bulb needs replacing when someone is available.,Routine,Ordinary bulb replacement has no stated immediate risk.,maintenance,plain,clear,train-routine-16,synthetic_team_dataset_v1,train,,,Pending
TR-R-16-2,Please have a person check this message: the porch light bulb needs replacing when someone is available.,Routine,Ordinary bulb replacement has no stated immediate risk.,maintenance,formal_context,clear,train-routine-16,synthetic_team_dataset_v1,train,,,Pending
TR-R-16-3,I am contacting the service because the porch light bulb needs replacing when someone is available.,Routine,Ordinary bulb replacement has no stated immediate risk.,maintenance,detailed_context,clear,train-routine-16,synthetic_team_dataset_v1,train,,,Pending
TR-R-16-4,pls check this msg: the porch light bulb needs replacing when sumones available,Routine,Ordinary bulb replacement has no stated immediate risk.,maintenance,informal_or_typo,clear,train-routine-16,synthetic_team_dataset_v1,train,,,Pending
TR-R-17-1,I am checking the progress of the form I lodged two days ago.,Routine,Recent status enquiry can follow normal service times.,administration,plain,clear,train-routine-17,synthetic_team_dataset_v1,train,,,Pending
TR-R-17-2,Please have a person check this message: i am checking the progress of the form I lodged two days ago.,Routine,Recent status enquiry can follow normal service times.,administration,formal_context,clear,train-routine-17,synthetic_team_dataset_v1,train,,,Pending
TR-R-17-3,I am contacting the service because i am checking the progress of the form I lodged two days ago.,Routine,Recent status enquiry can follow normal service times.,administration,detailed_context,clear,train-routine-17,synthetic_team_dataset_v1,train,,,Pending
TR-R-17-4,pls check this msg: i am checking the progress of the form i lodged two days ago,Routine,Recent status enquiry can follow normal service times.,administration,informal_or_typo,clear,train-routine-17,synthetic_team_dataset_v1,train,,,Pending
TR-R-18-1,Please tell me how to apply for a concession card.,Routine,General application guidance is a routine request.,information,plain,clear,train-routine-18,synthetic_team_dataset_v1,train,,,Pending
TR-R-18-2,Please have a person check this message: please tell me how to apply for a concession card.,Routine,General application guidance is a routine request.,information,formal_context,clear,train-routine-18,synthetic_team_dataset_v1,train,,,Pending
TR-R-18-3,I am contacting the service because please tell me how to apply for a concession card.,Routine,General application guidance is a routine request.,information,detailed_context,clear,train-routine-18,synthetic_team_dataset_v1,train,,,Pending
TR-R-18-4,pls check this msg: pls tell me how to apply for a concession card,Routine,General application guidance is a routine request.,information,informal_or_typo,clear,train-routine-18,synthetic_team_dataset_v1,train,,,Pending
TR-R-19-1,The grass near the fence should be cut during the next scheduled visit.,Routine,Scheduled grounds maintenance is not urgent.,maintenance,plain,clear,train-routine-19,synthetic_team_dataset_v1,train,,,Pending
TR-R-19-2,Please have a person check this message: the grass near the fence should be cut during the next scheduled visit.,Routine,Scheduled grounds maintenance is not urgent.,maintenance,formal_context,clear,train-routine-19,synthetic_team_dataset_v1,train,,,Pending
TR-R-19-3,I am contacting the service because the grass near the fence should be cut during the next scheduled visit.,Routine,Scheduled grounds maintenance is not urgent.,maintenance,detailed_context,clear,train-routine-19,synthetic_team_dataset_v1,train,,,Pending
